Handle,Post,Date
@PrimedigitalT,unfortunately kplc employee reeding meter preparing monthly bill untill may readings,17-Jun-22
@Chuani,reminder since th june itemised bill statement email request sent customercarekplccoke gmail quoted already provided mail days ago via dm,17-Jun-22
@Chuani,kenyapowercare reminder please respond th june request send itemized bill statement,16-Jun-22
@PrimedigitalT,kenyapowercare bills mpesa ref payments may gone trough nowhere shows arrears listen complain assist ksh bill generate,16-Jun-22
@KiongoNancy,kenyapowercare received another estimated bill want actual readings please,16-Jun-22
@Chuani,kenyapowercare please respond th june request send itemized bill statement,16-Jun-22
@MikeAdara,kenyapowercare kplc pray ever gets presidency gives co wife competition healthy gave bill pay reference number pay today whole line disconnected cables carried explanation communication,15-Jun-22
@Chuani,kenyapowercare stop giving excuses send official bill following th june,15-Jun-22
@MaalimIdriss,kenyapowercare kindly send team restore power cut yesterday st parklands avenue black gate opposite vee tee place paid bill,15-Jun-22
@alexi_wandaho,kenyapowercare working wish pay monthly bill please help,15-Jun-22
@Evansotienoh,kenyapowercare prepaid electricity bills seems rampant last months yet noof staff major electricity consumption could kindly advise case account,14-Jun-22
@RalphEd_,kenyapowercare meter change done acc since bills oscillate running factory something definitely wrong kindly assist,14-Jun-22
@Africaknow,kenyapowercare sent emails sent whatsapps urgent complaint months one responded one resolved instead bills mine stacking keep disconnecting account,14-Jun-22
@otienofred_17,kenyapowercare pay bills arent working h u k pwesa costoflivingcrisis bills informationdriven,14-Jun-22
@1Cauduceus,kenyapowercare cannot seem get kplc prepaid paybill receive payment power clarity pay bill used acc help,14-Jun-22
@albertoyugi_,kenyapowercare whats problem morning cant buy tokens change pay bill number,14-Jun-22
@kmbugua88,whats kplc pay bills respondingthis fair,14-Jun-22
@okumuEjames,people beared bearing fruits saturday sunday monday tuesday would beared much hadnt cleared bills,14-Jun-22
@cmuhunyo,kenyapowercare still waiting bill coz one responding,13-Jun-22
@McNjenga,kenyapowercare thank much responding needed youand way staff nice people friendly bills,13-Jun-22
@Guryjasper,kenyapowercare hey offices cash transfer paid wrong metre number attached documents required submitted today sending bill sijalipa dont tell never transfer number,12-Jun-22
@_eddiemike,dont understand earth bill k yet cleared may bill th may ksh cleared another bill th june ksh sudden k bill th june coming,12-Jun-22
@Vincent97454451,kenyapowercare bill estimated meter launched complain sms platform machakos branch yet receive adjusted bill,11-Jun-22
@feisaleem,kenyapowercare disappointed customers needs answers ac paid bills made wait thursday monday ati smart meter office dont work weekend,11-Jun-22
@NekesaRinnah,chaani theres power since morning yet schedule want us work please fix mtr bills pay including electricity keep switching,11-Jun-22
@Devie_Obudho,always bill nd every month june th bill june th okay billing month june yet havent used amount yet,11-Jun-22
@kiachmat,kenyapowercare trying pay bill via mpesa service unavailablekindly assist,11-Jun-22
@Chuani,kenyapowercare please check dm sending bills every days,11-Jun-22
@FanuelKebeya,kenyapowercare frustrating ac disconnected yet pending billi made several request calls end assistancei wonder kplc disconects account yet pending billwhykplc frustrating,10-Jun-22
@Maleek_Abe,kenyapowercare justify multiplying monthly bill previous one,10-Jun-22
@EvangelineAdisa,kenyapowercare hellohow comes paid bill full comes bill previous balance,10-Jun-22
@Bmaureen01,kenya power today rd day without power expect us pay bills,10-Jun-22
@Tol55291547,kenyapowercare hello iget bill statement via email,9-Jun-22
@Bruno29835269,kenyapowercare get accountability bill people sent us kuishi kenya imekua ngumu,9-Jun-22
@edgar_odhiambo,kenyapowercare logic post paid meter faulty kplc come replace want postpaid meter due kplc giving estimated bills meter readers arethey collude tenants pay allow bills escalate,9-Jun-22
@Ianmuiruri15,order landlord cut power supply due water bills water electricity bills related,9-Jun-22
@irfan_baradia,kenyapowercare complementary rebilling charging extra bill,8-Jun-22
@DDhaval1234,means disconnect us resolve send bill least hours pay right,8-Jun-22
@DDhaval1234,means dont bother bill payment deadline,8-Jun-22
@RuthBarasa15,kindly restorethe power cleared bill,8-Jun-22
@bertlet_mc,kenyapowercare need bill meter number havent replying mails,7-Jun-22
@DDhaval1234,bill received,7-Jun-22
@SKKahara,kenyapowercare next offices ngara said let wait hrs reconnect power back disconnecting bill due days ago say yet notified keep good job supporting businesses,7-Jun-22
@evelyne_evah,kenyapowercare hey possible get electricity bill end march self service portal doesnt option,7-Jun-22
@AbetaOlivia,kenyapowercare please advise kericho office corporate paid bill keep sending us finance mara dont system,7-Jun-22
@Mboyaochanda,minds souls go old pensioner regularly pays bills month shocked bill average still paid left balance disconnected charged thats nonsense,7-Jun-22
@Mboyaochanda,kenyapowercare kenyapower disconnect charge kshs outstanding bill kshs overzealousness unreasonable annoying say least ref acct,6-Jun-22
@SteveBiko2021,asked simple question place stay factor bill example somebody living slums would heshe pay bill amount units spent like someone living runda,6-Jun-22
@SteveBiko2021,bill people according zones previously bill used k per month moved prestigious neighborhood bill shot k per month new neighbors also confirmed paying almost rates please confirm,6-Jun-22
@wangiainn,kenyapowercare jerotichseii ac bill dated active meter rdg prev rdg units kwh consksh fuel cost levies vat adjustments monthly billksh prev balksh totalksh due date,3-Jun-22
@KagehaDonna,kenyapowercare hello logical one person huge bill compound makes guys disconnect power everyone else ask bribe us power yet date payment power bills,6-Jun-22
@mbokojunior1,kenyapowercare greetings kindly want know bill acc,6-Jun-22
@mbivya_kelly,kenyapowercare rightfor kenyapower employees disconnect power bill k postpay ive defaulted neither refused pay infact saturday ive paid ki feel like im harassed bana,6-Jun-22
@BrianKi94068020,kenyapowercare problems paying bill keeps telling incorrect account number,6-Jun-22
@clinton_ogwambo,dont help way unless one clears bill first whether metre ok,6-Jun-22
@ninotechke (fanabcyber),kenyapowercare asking bill,6-Jun-22
@KenyaPower_Care,hello rebilling process awaiting necessary approvals billing department bill updated process successfully completedww,6-Jun-22
@DickCarolyne,issue billing estimation bills years frustrated visits offices yielding assistance took twitter sometime last year na sikusaidika saa hii bill ya may iko na shida na hukodm sisaidiki help,5-Jun-22
@The_Fish_Cakes,kenyapowercare get breakdown bill well history statement certain period time,6-Jun-22
@mugenin747,thats church meter said church st stephen kabisaga individuals wish settle church power bill report received guy reading meters said bill risen,4-Jun-22
@rahuluhar,kenyapowercare please care explain anomaly yet receive formal bill yet threatening message please see last bill alert vs threat yet actual bill,4-Jun-22
@mugenin747,kenyapowercare please currently bill meter number,3-Jun-22
@NyajeriDavid,billed low last month whose hypothetically look last months billmathematically draw curve add k tell curve normal call waste credit promotions theres serious need sanity government,3-Jun-22
@Homgad,hey kenyapowercare landlord allowed interfere electricity meter reason least delayed payment bill please intervene,3-Jun-22
@graig254,kenyapowercare hellokindly get janfebmarchapril bills metre noplease,2-Jun-22
@daniallah,hellowe power mbotela since last week fridaymlikataa stima ady wenye hawana deniyou people came give us power cleared bills cant suffer others,1-Jun-22
@bennjogu33,stop nonsense asking number emails last time fraudster ask number used pay bill get refund apply new person end calling give number kumbaff thieves criminals delivere,1-Jun-22
@SteveMuasa3,kenyapowercare pay postpaid bill using mpesa,2-Jun-22
@FelixSa87511690,may use current contact provided part kyc normally send bill every month,1-Jun-22
@ckenyunye,kenyapowercare oleitumbi railaodinga williamsruto statehousekenya othersordinary kenyans suffering lies power bills loweredthis example ksh cannot even purchase units gas affordable paraffin affordable charcoal,31-May-22
@gichenje,note sending may sms bills didnt get one last month well,31-May-22
@FaithWandia6,kenyapowercare darkness since friday last week calling told disconnected smart meter yet due date th june per attached paid bill power yet explain kindly thanks,31-May-22
@XGatash,kenyapowercare good morningkindly error postpaid meter mean affect billing since receiving high bills last three httpmonthsdo still meter guys around kasaranichieko,31-May-22
@sharreyy,kenyapowercare erroneous bill make complaint acc,31-May-22
@hiranmugaisi,kenyapowercare hii hamjanifanyia justice last month bill adjustment adjusting check advise account,30-May-22
@dradoli,kenyapowercare good evening meter readers took reading noon got bill paid immediately could efficient responding outages,30-May-22
